id,TJ_NAME,MEASURE,UNIT_CODE,工单编号,违法类型,发生地点,发生时间,图片路径,OffsiteRule_id,model_output,is_committed,所属支队
11,摆设摊位行为：是指在公路及其用地范围内擅自设置售卖摊位，占用道路资源，扰乱正常交通秩序，存在较大安全与管理风险。,C1901100,110116,camera_11000000001315268991_20260402_182346.jpg,在公路上及公路用地范围内摆摊设点,X004范崎路K10+700长元,2026-04-02 18:23:46,http://10.212.160.162:5000/preview/baitan/camera_11000000001315268991_20260402_182346.jpg,792409a397d04c3a9252d3f61f0b91fc,"```json
{""result"": ""yes"", ""bounding_boxes"": [[1357, 672, 1534, 890]]}
```

**Explanation:**  
The image shows a person seated under an umbrella near a signboard (""正常营业,"" meaning ""Normal Business"") placed on the sidewalk adjacent to the road. This setup suggests a temporary roadside selling activity. The vendor is present along with the stall-like arrangement (the umbrella and sign), meeting the criteria for identification as a roadside selling activity.",1,
12,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全：是指在公路附属设施如路灯杆、电线杆、交通信号杆等处悬挂条幅、广告、装饰物等，影响设施正常功能，干扰交通秩序。,C1901000,110118,camera_11000000001312681019_20260402_195438.jpg,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全,G234兴阳线K89+494石佛,2026-04-02 19:54:38,http://10.212.160.162:5000/preview/xuangua/camera_11000000001312681019_20260402_195438.jpg,0cc1ea428e61471a8f7969e047774e9e,"### Analysis Process:

1. **Identify Road Infrastructure:** The image shows a road with visible road markings, barriers, and a vehicle parked nearby. There are also poles and wires present along the sides of the road.

2. **Check for Illegal Items Above the Road:**
   - There are several red lines crossing horizontally across the road at various heights. These appear to be cables or wires but need further evaluation based on their characteristics.
   - The red lines seem to hang loosely and are not part of standard road infrastructure like official cables or wires. They could potentially pose a hazard to vehicles or pedestrians.

3. **Ignore Legal Traffic Facilities and Other Non-Relevant Objects:**
   - The white van parked near the side of the road does not interfere with the road itself.
   - The streetlights and poles are legitimate parts of the road infrastructure.
   - The green netting on the left side of the road is likely used for erosion control and does not extend into the roadway.

4. **Evaluate the Red Lines:**
   - The red lines are not typical components of road infrastructure. Their loose arrangement suggests they might be illegally installed or improperly secured, posing a potential danger.

### Conclusion:
The red lines hanging above the road are considered illegal installations since they don't match standard road infrastructure elements and could endanger road users.

**Result:**

```json
{
    ""result"": ""yes"",
    ""bounding_boxes"": [
        [0, 690, 1000, 890],
        [0, 750, 1000, 950]
    ]
}
```

These bounding boxes represent the approximate locations of the red lines in a 1000x1000 pixel reference coordinate system.",0,
13,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全：是指在公路附属设施如路灯杆、电线杆、交通信号杆等处悬挂条幅、广告、装饰物等，影响设施正常功能，干扰交通秩序。,C1901000,110116,camera_11000000001319844170_20260403_155725.jpg,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全,G111京漠线K92+267安岭梁进京出口,2026-04-03 15:57:25,http://10.212.160.162:5000/preview/xuangua/camera_11000000001319844170_20260403_155725.jpg,0cc1ea428e61471a8f7969e047774e9e,"### Analysis Process:

1. **Identify Road Infrastructure Elements**:
   - The image shows a highway with clear lane markings, a tunnel entrance, and surrounding vegetation.
   - There are no visible traffic signals, signs, overpasses, street lamps, or surveillance cameras directly above the road.

2. **Check for Suspended Items**:
   - A red object resembling a pipe or cable appears to extend across the left side of the road near the edge of the bridge. It does not seem to be part of standard infrastructure like drainage pipes or fixed cables.

3. **Assess Potential Threats**:
   - This red object could potentially interfere with vehicle movement or visibility, especially given its position close to the roadway.

4. **Exclude Ignored Categories**:
   - The red object does not match descriptions of legal traffic facilities, background objects, normal bridge infrastructure, moving targets, artificial processing traces, or decorative elements.

5. **Bounding Box Calculation**:
   - Based on visual estimation relative to the entire image size, the bounding box around this red object would approximately cover the area spanning from the left edge of the road towards the center-left portion of the image.

---

### Result:
```json
{
    ""result"": ""yes"",
    ""bounding_boxes"": [[190, 175, 335, 400]]
}
```

This indicates the presence of a potential hazard above the road that should be further investigated.",0,
14,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全：是指在公路附属设施如路灯杆、电线杆、交通信号杆等处悬挂条幅、广告、装饰物等，影响设施正常功能，干扰交通秩序。,C1901000,110118,camera_11000000001315644361_20260403_215711.jpg,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全,S311兴阳线K28+470大城子关上 进京,2026-04-03 21:57:11,http://10.212.160.162:5000/preview/xuangua/camera_11000000001315644361_20260403_215711.jpg,0cc1ea428e61471a8f7969e047774e9e,"### Analysis Process:

1. **Image Overview**: The image shows a nighttime scene with a vehicle approaching on a road. The headlights illuminate part of the road surface. The surroundings appear dark, indicating limited visibility beyond the immediate area lit by the headlights.

2. **Road Infrastructure**:
   - There are no visible traffic signals, signs, overpasses, or other legal traffic facilities in this section of the image.
   - No artificial processing traces like black boxes or annotations are present.

3. **Potential Hazards**:
   - The focus is on identifying any items hanging above the road that could endanger road safety. In this case, there appears to be a cable or wire-like object extending diagonally across the right side of the image.
   - This object does not seem to belong to standard road infrastructure and might pose a hazard depending on its position relative to the road.

4. **Exclusions**:
   - The object does not match descriptions of legal traffic facilities, background objects, or normal bridge-related features.
   - It also doesn't resemble moving targets or irrelevant details.

5. **Visibility and Clarity**:
   - Despite the low-light conditions, the object's presence is discernible enough for evaluation.

---

### Result:
```json
{
    ""result"": ""yes"",
    ""bounding_boxes"": [[1200, 290, 1900, 1092]]
}
```

This bounding box indicates the approximate location of the potential hazardous item based on the provided image dimensions scaled to a 1000x1000 pixel reference frame.",0,
15,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全：是指在公路附属设施如路灯杆、电线杆、交通信号杆等处悬挂条幅、广告、装饰物等，影响设施正常功能，干扰交通秩序。,C1901000,110118,camera_11000000001313278845_20260403_220726.jpg,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全,X042西统路支线K0+800统军庄村下凹式立交桥,2026-04-03 22:07:26,http://10.212.160.162:5000/preview/xuangua/camera_11000000001313278845_20260403_220726.jpg,0cc1ea428e61471a8f7969e047774e9e,"### Analysis Process:

1. **Identify Road Infrastructure:** The image shows a roadway under a bridge with visible legal traffic elements like road markings, barriers, and signage.

2. **Examine Suspended Items:** There appear to be several horizontal lines or ropes stretched across the road at various heights. These are not typical components of standard road infrastructure.

3. **Determine Legality of Suspended Items:**
   - They don't resemble legal traffic facilities like wires for surveillance cameras, traffic lights, or signs.
   - They aren’t part of the bridge's structural design or normal maintenance features.
   - They could potentially interfere with vehicle movement or visibility, posing a hazard.

4. **Check for Decorations or Promotional Banners:** No visible text or decorative patterns suggest these are banners or promotional materials.

5. **Assess Safety Impact:** The presence of these lines poses a potential risk to drivers, especially at night when visibility is reduced.

---

### Result:
```json
{
    ""result"": ""yes"",
    ""bounding_boxes"": [
        [0, 220, 1931, 520] // Horizontal lines/ropes spanning the road
    ]
}
```

The bounding box encompasses the area occupied by the suspicious horizontal lines or ropes stretching across the road.",0,
16,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全：是指在公路附属设施如路灯杆、电线杆、交通信号杆等处悬挂条幅、广告、装饰物等，影响设施正常功能，干扰交通秩序。,C1901000,110112,camera_11011201071328020053_20260403_202935.jpg,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全,G95首都环线高速-k202+640-团结沟桥（云）,2026-04-03 20:29:35,http://10.212.160.162:5000/preview/xuangua/camera_11011201071328020053_20260403_202935.jpg,0cc1ea428e61471a8f7969e047774e9e,"### Analysis Process:

The provided image shows a nighttime scene under a bridge at Beijing-G95 Capital Ring Expressway. The focus is on identifying potential illegal items hanging above the road that could endanger road safety. Here's what was analyzed:

1. **Bridge Structure**: The visible parts of the bridge include beams, supports, and railings. These elements appear intact with no obvious abnormalities like broken pipes or loose components.

2. **Suspicious Items**:
   - There appears to be some white material draped along the right side of the bridge near the top edge. This material does not seem to be part of the standard bridge infrastructure and might be an abnormality.
   
3. **Lighting and Shadows**: The lighting conditions make it challenging to discern fine details, but the white material stands out against the darker background.

4. **Legal Infrastructure Check**: The white material doesn't resemble typical legal infrastructure like traffic lights, signs, or fixed pipes. It seems loosely hanging rather than securely installed.

5. **Text Extraction**: No readable text is present on this material; thus, no further analysis based on text content is needed.

---

### Conclusion:

Based on the analysis, the white material draped along the right side of the bridge qualifies as a potentially illegal item hanging above the road.

```json
{
    ""result"": ""yes"",
    ""bounding_boxes"": [
        [1300, 0, 1932, 550]
    ]
}
```

This bounding box roughly covers the area where the suspicious white material is located.",0,
17,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全：是指在公路附属设施如路灯杆、电线杆、交通信号杆等处悬挂条幅、广告、装饰物等，影响设施正常功能，干扰交通秩序。,C1901000,110118,camera_11000000001315987653_20260404_025457.jpg,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全,S312松曹路K32+780大角峪,2026-04-04 02:54:57,http://10.212.160.162:5000/preview/xuangua/camera_11000000001315987653_20260404_025457.jpg,0cc1ea428e61471a8f7969e047774e9e,"### Analysis Process:

The provided image shows a nighttime scene of a road with visible road markings, streetlights, fences, and some vegetation along both sides. The focus is on identifying potential illegal items hanging above the road that could endanger road safety. Here's what was analyzed:

1. **Streetlights**: These are legal traffic facilities and were disregarded.
2. **Road Markings**: These are standard features of the road and were disregarded.
3. **Fences and Vegetation**: These are background objects and were disregarded.
4. **Overhead Items**:
   - There appear to be dark lines running across the road at various points. These lines seem irregular and inconsistent with typical road markings or legal infrastructure like wires or cables.
   - Upon closer inspection, these lines resemble loose or dangling objects rather than fixed elements like official cables or wires.

Given this observation, the dark lines crossing the road appear suspicious and potentially hazardous.

### Result:

```json
{
    ""result"": ""yes"",
    ""bounding_boxes"": [
        [690, 640, 760, 880],
        [815, 585, 900, 780],
        [905, 575, 965, 1090]
    ]
}
```

These bounding boxes represent the locations of the irregular lines crossing the road, which might indicate illegal items hanging above the road.",0,
18,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全：是指在公路附属设施如路灯杆、电线杆、交通信号杆等处悬挂条幅、广告、装饰物等，影响设施正常功能，干扰交通秩序。,C1901000,110113,camera_11000000001319703107_20260404_025827.jpg,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全,X001七大路K22+930大孙各庄检查站南30米 （出京),2026-04-04 02:58:27,http://10.212.160.162:5000/preview/xuangua/camera_11000000001319703107_20260404_025827.jpg,0cc1ea428e61471a8f7969e047774e9e,"### Analysis Process:

The provided image shows a nighttime scene with limited visibility. The key elements observed include:

1. **Road Infrastructure**: There appear to be poles along the sides of the road, which could be part of the legal infrastructure like streetlights or signposts.
   
2. **Hanging Items**: On the right side of the image, there are vertical lines resembling pipes or wires hanging down. These seem to extend into the road area, potentially posing a hazard.

3. **Background Objects**: The background includes some building structures and possibly vegetation, but these do not interfere with the road directly.

4. **Visibility Constraints**: Due to low lighting conditions, certain details might be obscured, but the hanging items are relatively clear.

### Evaluation Against Ignored Criteria:

- The hanging items do not match typical legal traffic facilities, decorations, or normal infrastructure components.
- They are not part of the background objects adhering solely to walls or roadside features.
- No visible moving targets or artificial processing traces are present.

### Conclusion:

Based on the observations, the hanging items on the right side of the image appear to be non-road infrastructure elements that could endanger road safety.

**Result:**  
```json
{
    ""result"": ""yes"",
    ""bounding_boxes"": [
        [1400, 240, 1690, 540]
    ]
}
```

This bounding box roughly covers the area where the hanging items are located within a 1000x1000 pixel reference frame.",0,
19,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全：是指在公路附属设施如路灯杆、电线杆、交通信号杆等处悬挂条幅、广告、装饰物等，影响设施正常功能，干扰交通秩序。,C1901000,110118,camera_11000000001311418943_20260404_042428.jpg,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全,G101京沈线K109+800松曹路路口 进京方向,2026-04-04 04:24:28,http://10.212.160.162:5000/preview/xuangua/camera_11000000001311418943_20260404_042428.jpg,0cc1ea428e61471a8f7969e047774e9e,"### Analysis Process:

1. **Identify Road Infrastructure Elements**:
   - The image shows a road with visible markings, including pedestrian crossings and lane dividers.
   - There are standard road signs and what appears to be a traffic signal at the top center of the image.

2. **Examine Suspended Items Above the Road**:
   - A cable or wire-like object is visible running horizontally across the upper part of the image, slightly above the road level.
   - This cable does not appear to belong to typical road infrastructure like traffic lights, signs, or surveillance equipment.

3. **Check for Legal Traffic Facilities**:
   - The traffic signal and signs present seem legitimate and properly installed.
   - No additional decorations, banners, or unauthorized items are visibly hanging from these facilities.

4. **Assess Other Potential Hazards**:
   - The cable mentioned earlier seems out of place compared to normal road infrastructure elements.
   - It could potentially interfere with vehicle movement or visibility, especially given its proximity to the road surface.

5. **Consider Image Clarity and Obstructions**:
   - The image quality allows clear observation of the road and surrounding area without significant obstructions caused by weather conditions or lighting issues.

---

### Conclusion:
The horizontal cable or wire-like object above the road does not conform to standard road infrastructure and poses a potential hazard. Therefore, this qualifies as an illegal item hanging above the road.

```json
{
    ""result"": ""yes"",
    ""bounding_boxes"": [
        [1120, 0, 1900, 320]
    ]
}
```

(Note: The bounding box coordinates provided assume a conversion based on visual estimation relative to a 1000x1000 pixel reference frame.)",0,
20,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全：是指在公路附属设施如路灯杆、电线杆、交通信号杆等处悬挂条幅、广告、装饰物等，影响设施正常功能，干扰交通秩序。,C1901000,110118,camera_11000000001316133132_20260404_044629.jpg,遮挡公路附属设施或者利用公路附属设施架设管道、悬挂物品，可能危及公路安全,G234兴阳线K105+688横岺根隧道 兴隆方向,2026-04-04 04:46:29,http://10.212.160.162:5000/preview/xuangua/camera_11000000001316133132_20260404_044629.jpg,0cc1ea428e61471a8f7969e047774e9e,"### Analysis Process:

1. **Examine the Road and Infrastructure**: The image shows a tunnel with two lanes separated by a white line. The walls appear to be concrete with some blue markings on one side. There are no visible traffic lights, signs, or other legal traffic facilities directly above the road.

2. **Check for Suspended Items**:
   - On the right wall near the bottom-right corner, there appears to be a thin wire or cable loosely hanging down. This does not seem to be part of the normal infrastructure and could potentially pose a hazard.

3. **Ignore Legal Elements**:
   - No traffic signals, signs, or other legal traffic facilities are present above the road.
   - The lighting fixtures at the top of the tunnel are standard and properly installed.

4. **Assess Potential Hazards**:
   - The loose wire/cable on the right side seems out of place and might interfere with vehicles or cause accidents. It doesn't match typical infrastructure elements like tightly secured cables or pipes.

---

### Result:
```json
{
    ""result"": ""yes"",
    ""bounding_boxes"": [
        [1400, 900, 1650, 1090] // Approximate bounding box for the loose wire/cable based on relative position within a 1000x1000 pixel reference frame.
    ]
}
```",0,
